DifferenceValue 	 Stop
2644563	1
1279638642	2
1415618557	3
1460601838	4
1482625232	5
1199544662	1
2800598582	2
3637596258	3
3922536082	4
1014989662	1
1374007666	2
1558945980	3
1917935758	4
3487994657	5
449377789	1
1042377266	2
1480367041	3
1906330045	4
1949313313	5
1240813661	1
1617770035	2
2526769397	3
3478808783	4
3863808609	5
1434656373	1
1835659219	2
1944599218	3
2074658987	4
3702666075	5
176428256	1
302488256	2
1768417035	3
2066476919	4
2811476279	5
203978747	1
1504949249	2
2290985425	3
2405925422	4
3808924319	5
125822834	1
697862460	2
2668834245	3
2732814242	4
2138135640	1
3093151744	2
3182091802	3
3232114826	4
3252858198	5
310084054	1
406145567	2
3087103343	3
3249083183	4
3305106467	5
2665991461	1
3316937616	2
3658965671	3
3913987105	4
219529087	1
503588914	2
1273548205	3
1985584265	4
2053565812	5
1013134293	1
1670140449	2
1886130227	3
2042110132	4
2741111351	5
127939863	1
256959850	2
562941199	3
1008979083	4
1616967113	5
81803090	1
204824698	2
613771085	3
1084772479	4
1747798618	5
18680995	1
637627149	2
3112643818	3
3273663920	4
3620683493	5
400428671	1
447383655	2
1380408051	3
1552380983	4
2146367507	5
1142029220	1
2594066566	2
2639051521	3
2659794840	4
3777030847	5
175905944	1
1343943422	2
1693924902	3
2199886263	4
2445947660	5
66132495	1
459160498	2
790151957	3
2806160323	4
3584142952	5
553618091	1
771679429	2
1099632632	3
1371612459	4
2184686687	5
1402605297	1
1657626802	2
1964648074	3
2566604367	4
2685625872	5
1024816797	1
1505766377	2
1968769338	3
2451795543	4
2634815288	5
907835422	1
1618782788	2
2513781859	3
2722801706	4
3620840703	5
507248548	1
1278245933	2
1298989194	3
2999255694	4
3909241460	5
202816505	1
2218744660	2
2540801182	3
3514758474	4
3606740133	5
2126358396	1
2521387946	2
2542131212	3
2974349281	4
3403377148	5
114324527	1
1092360126	2
1141343450	3
1833301170	4
1856361229	5
530326907	1
675346826	2
1277334685	3
1627289263	4
2354315463	5
919916350	1
1692915769	2
2017855652	3
2231915421	4
2410853792	5
673976351	1
1081966130	2
1640965608	3
1932945398	4
2259966827	5
53419131	1
1415429700	2
1912377671	3
2187399214	4
2662400376	5
776055357	1
1106115173	2
2518072372	3
2547055880	4
2711107275	5
64543969	1
603572085	2
1502571272	3
2129569064	4
2736568716	5
750475298	1
958506858	2
1235526678	3
2222524120	4
2402505696	5
260866409	1
1099884114	2
1205865770	3
2022863274	4
2043604973	5
529768938	1
2396771029	2
2655764232	3
2690744081	4
2948723923	5
815338933	1
1046360364	2
2306319295	3
2909318889	4
2942298793	5
383901041	1
404644365	2
824942377	3
2079934829	4
2165924786	5
163623664	1
1361582944	2
2232580505	3
2790620121	4
3388604782	5
252662177	1
296685293	2
1207701439	3
1323681285	4
1455661306	5
20771227	1
352750871	2
558812558	3
1076772098	4
2595770878	5
617972528	1
859952259	2
1076972064	3
1434945231	4
2056931285	5
189065346	1
603055008	2
2064027123	3
3830066972	4
3850810467	5
884187442	1
1741185002	2
2114206373	3
2236186280	4
2725183956	5
647613499	1
1451601127	2
1689632609	3
3599639579	4
3699619540	5
29980954	1
120920893	2
219940868	3
481920544	4
2356989316	5
6019110	1
350000581	2
370742217	3
532018820	4
1127018529	5
406140049	1
697133251	2
2002130578	3
2066155621	4
2421177041	5
850448368	1
1889447496	2
2217428899	3
2574502034	4
3059446857	5
99859772	1
1827866695	2
1878848273	3
1899586601	4
3300848912	5
471132255	1
883120178	2
1540118029	3
2483119133	4
2503872328	5
82977986	1
281997793	2
436939359	3
1490978683	4
2560939707	5
1019651371	1
1548677684	2
2118635630	3
2559663627	4
2662683550	5
468247502	1
1517246805	2
1655225018	3
2387262781	4
3585220325	5
470164200	1
631184190	2
2004179660	3
3170138647	4
3275160309	5
119700105	1
988697955	2
1778737047	3
1799478741	4
2520761559	5
1681606242	1
2579645513	2
2901625348	3
3246616812	4
3465633259	5
13003774	1
73020382	2
424050074	3
2459027292	4
2544045467	5
707363270	1
2177404034	2
2404344050	3
3071343585	4
3844359844	5
1240789444	1
2003783925	2
2445746979	3
2697726828	4
2731750058	5
702381216	1
871376046	2
916359314	3
937102574	4
2304385109	5
361852409	1
759840620	2
1635798272	3
3330848693	4
3544828541	5
15260980	1
437249012	2
1165288461	3
1864284684	4
1890228168	5
143088240	1
373069647	2
1292067555	3
1523089053	4
2815044740	5
68804014	1
276784035	2
2176792572	3
2238816043	4
2740772303	5
329987447	1
350732275	2
1073026991	3
1562028270	4
2200016066	5
888719909	1
1692679425	2
2036660836	3
2865655317	4
3482653226	5
321986806	1
560019936	2
1515977565	3
3715031095	4
3833972741	5
710150101	1
856129878	2
969149985	3
1044171356	4
2508128775	5
447917510	1
1737924653	2
1897986398	3
2865942320	4
3667980010	5
172967607	1
193709179	2
214444242	3
952987136	4
1026972140	5
722409906	1
1013402994	2
1308421180	3
1348442901	4
2213440694	5
1485476998	1
1670416763	2
2468456320	3
2829475953	4
3275435641	5
1851526828	1
1978519973	2
2038463340	3
2866530953	4
2887274156	5
301299446	1
413279342	2
1074303978	3
1357297064	4
2771332836	5
1349885740	1
1434907311	2
2124864956	3
2650852939	4
3156890939	5
616248605	1
636992007	2
995281728	3
1502309653	4
2281307470	5
1171142904	1
1389122852	2
2346122039	3
2877069991	4
3264093063	5
183401656	1
614349551	2
1270387544	3
2471384872	4
2987371051	5
246139647	1
695089352	2
1414090515	3
3152102662	4
3551130580	5
1267866399	1
1550886184	2
2491882232	3
2884882058	4
3648869828	5
242951925	1
421891864	2
900919791	3
1905920778	4
2213953899	5
322204466	1
2208243205	2
2242266559	3
2722226245	4
3561225607	5
246202196	1
456183608	2
3311201905	3
3733189765	4
3998211315	5
510092660	1
2115080118	2
2421059945	3
2535121516	4
3179082615	5
120877498	1
1366838108	2
1826824571	3
2274865762	4
3238821783	5
141321487	1
1146320789	2
1341342288	3
1383365471	4
1640357046	5
270769137	1
787713603	2
1194716796	3
2195717783	4
3106715519	5
413529052	1
2037484738	2
2444495933	3
3163523997	4
3826541718	5
762938487	1
857956901	2
1014976650	3
1175915079	4
2524914208	5
1265621108	1
1795607458	2
2648610246	3
3074571503	4
3768556111	5
699173714	1
2456219318	2
2476962699	3
2677200796	4
3168228724	5
1887101119	1
2149075922	2
2549064011	3
3121101875	4
3378121746	5
912172748	1
2122130343	2
2396111700	3
2918144631	4
3959142366	5
524479728	1
980522595	2
1148504066	3
1963503601	4
2789461257	5
811205508	1
1107238846	2
1154222123	3
1451243552	4
717147006	1
1128146716	2
1835174719	3
2863132320	4
3038125349	5
971498374	1
1499564591	2
2009522537	3
2462550592	4
3056510223	5
1157821909	1
1186805240	2
1210828536	3
2255832834	4
3255803788	5
270964504	1
1257961949	2
1934956606	3
3036917452	4
3723943656	5
183201788	1
1225157699	2
1245901020	3
2417153575	4
2885195050	5
440378835	1
634437093	2
824416989	3
1472374826	4
3942433142	5
514363852	1
822345447	2
1793342924	3
2124362865	4
2675362401	5
167348872	1
1736315693	2
2136303559	3
2703302978	4
2985281147	5
86726200	1
107469369	2
128787790	3
2583763932	4
3618766428	5
467166421	1
517188197	2
591168105	3
1452167351	4
2677166131	5
631892378	1
754910532	2
1909906173	3
2142897609	4
2245917390	5
21149164	1
344088987	2
946128253	3
2156087244	4
3353084514	5
46623025	1
596619191	2
2394647537	3
2415390857	4
3350655030	5
961464176	1
982207383	2
2664502639	3
3024454189	4
3150515586	5
303520075	1
1215554317	2
1814498897	3
3462502438	4
3684562094	5
38184420	1
822170358	2
1315173205	3
1852199329	4
2129217517	5
416173777	1
961201552	2
1067183068	3
1313219495	4
2599178422	5
570413867	1
812393717	2
1239420022	3
1434359902	4
2129355896	5
1455498200	1
2287456134	2
2745444118	3
2886465770	4
3229483862	5
725496052	1
782479330	2
803222569	3
1944486820	4
2681491291	5
254370493	1
1316328131	2
1632381276	3
3300340218	4
3851338126	5
1193913875	1
1388933807	2
1409675265	3
1788930088	4
1859868518	5
1977223502	1
2301256678	2
2624198126	3
2685259813	4
3976258942	5
23060700	1
1006058204	2
1062079891	3
1116103171	4
1707057739	5
474656602	1
767596251	2
1246624419	3
1950582309	4
3023599969	5
197830499	1
301887193	2
382828757	3
1200866465	4
1303886380	5
887981052	1
1099002557	2
1746958617	3
1947980181	4
2163961814	5
208279282	1
851278934	2
1043258782	3
2760229152	4
2824252497	5
92058493	1
744099622	2
980081329	3
1541107346	4
3421039445	5
881921706	1
1407909739	2
1463933027	3
3241941799	4
3397921531	5
16582199	1
37323715	2
2596600213	3
2800578422	4
3173599864	5
2178324934	1
2199068136	2
2279304772	3
2325323075	4
3303362159	5
50708391	1
1135705606	2
1479687094	3
1500428621	4
2199684656	5
1323809539	1
1433790991	2
2243748374	3
2309810061	4
461627497	1
620648921	2
654672346	3
2531638644	4
2838658327	5
130048418	1
1824008360	2
2642045922	3
3116003716	4
3171062094	5
632318018	1
666342992	2
779282873	3
2670332596	4
3542290133	5
387589922	1
890587772	2
1476573655	3
1637592014	4
2329576211	5
98948758	1
925946260	2
1424895844	3
2337896309	4
3349928785	5
1246666301	1
1613657763	2
2797696677	3
3167676291	4
3771714107	5
568738840	1
713762091	2
1287759882	3
1774761160	4
1795504476	5
1139477223	1
1527515223	2
2857473970	3
2880537341	4
3730493318	5
422042346	1
1898075742	2
2121067321	3
2979054892	4
3621012487	5
155654743	1
832650736	2
1104710564	3
1558666649	4
3073663455	5
366942553	1
826930530	2
1533929892	3
2314927685	4
2671948826	5
684333660	1
904315113	2
955296765	3
1216286547	4
3916294443	5
781048857	1
1971087844	2
3538088367	3
3855079659	4
3875822982	5
795971904	1
1386978173	2
1818966157	3
2597024013	4
2656965751	5
745987859	1
1644983799	2
2882941044	3
3384925591	4
3716958587	5
635457088	1
746478573	2
774421880	3
3223469863	4
3625431171	5
80579693	1
665597642	2
982539150	3
2208578009	4
3202557272	5
630226473	1
785248141	2
914264697	3
978289554	4
2625288450	5
671724690	1
1081764512	2
1430782372	3
2026738564	4
2599766583	5
489784612	1
1011742450	2
2650737805	3
3250775785	4
3459797285	5
409611992	1
579671936	2
1765632491	3
2162627265	4
2535650146	5
32208118	1
52946444	2
227183086	3
841220954	4
1286170541	5
219750871	1
1085738563	2
2363749303	3
2486690867	4
2683712290	5
781218679	1
998238504	2
2227254238	3
2420194119	4
3273193771	5
1094229343	1
1841175489	2
1978195450	3
3023193012	4
3762190691	5
405781705	1
622803151	2
2570815171	3
2875754762	4
3013786466	5
553835191	1
1461822870	2
2791860413	3
2830843734	4
3066825195	5
1975697	1
565961765	2
632020143	3
2047967047	4
3174965828	5
42819063	1
571817030	2
1384844560	3
1893843979	4
3011799658	5
261041535	1
839989605	2
2234982984	3
2607044149	4
3056045310	5
60796802	1
839796164	2
1524868787	3
2795865883	4
3455825101	5
641299902	1
1016248026	2
1452289278	3
2605284808	4
2681266404	5
1070859939	1
2195860462	2
2242843598	3
2632833247	4
2929826398	5
67697895	1
717733972	2
1248761673	3
1750729616	4
2304717466	5
295451268	1
844397359	2
2236409674	3
2473429483	4
2655411068	5
155895401	1
399876858	2
499855025	3
1783888897	4
1984910266	5
5505982	1
364575683	2
421555647	3
1498556402	4
1540499593	5
157209892	1
915194256	2
1443152217	3
2390149659	4
2556209601	5
463609443	1
578601026	2
655620937	3
759604218	4
3893666312	5
316746516	1
754736123	2
1057729272	3
1781715163	4
2124783179	5
137662109	1
1130659902	2
1595657870	3
2311645674	4
3345684887	5
573674084	1
1023715268	2
1207695231	3
1942714804	4
3158673851	5
347941043	1
519922514	2
979882203	3
1067943889	4
3192913917	5
1688654397	1
1771672640	2
2292618725	3
2342641964	4
2381625407	5
337065057	1
757054654	2
1254055933	3
2159056979	4
2210040358	5
81737433	1
215717228	2
840713512	3
1506752961	4
3306711770	5
306732803	1
1738741750	2
1944723230	3
2899720906	4
2920464225	5
378014570	1
892054315	2
1008994195	3
1394023916	4
1652053793	5
974297388	1
1099319068	2
1723276872	3
2030298376	4
2051043320	5
2276095335	1
2301078830	2
2669060117	3
3191098183	4
3578046344	5
22916817	1
804896147	2
1899893882	3
2262913796	4
3060948074	5
788952425	1
2423921414	2
2444664503	3
2800981010	4
2887921123	5
50084174	1
243027366	2
497078832	3
1134026669	4
1486059712	5
806343589	1
1059363446	2
1327396509	3
1742344692	4
2080406147	5
594455036	1
1302432738	2
2123432158	3
2468453527	4
3331469669	5
557775286	1
2264823995	2
2450805533	3
2788787014	4
3377784808	5
282831662	1
993829398	2
1249890911	3
1282874361	4
1906835437	5
820528814	1
1105550303	2
1431530092	3
1858531369	4
3015528756	5
1337991926	1
1512931691	2
1702989777	3
1940969679	4
2095964510	5
1117576098	1
1236519467	2
1951518944	3
2254540270	4
2442521907	5
18267700	1
344327472	2
585267293	3
949325383	4
1132266829	5
31284148	1
1367323351	2
1666313197	3
1702333286	4
2506289377	5
1136265	1
316156202	2
343139459	3
1313097244	4
3435109322	5
720209938	1
1032263090	2
1551210925	3
2781241929	4
3382261464	5
553618552	1
1316614718	2
1584594502	3
2486625407	4
2650606992	5
837506793	1
973488215	2
2094487518	3
2796522003	4
3223469953	5
971155718	1
1033099141	2
2078096586	3
2259118090	4
3520113851	5
116663114	1
626701028	2
701640967	3
1051702306	4
2378661430	5
37853089	1
667894395	2
2479904731	3
2987890969	4
3291842405	5
397439940	1
509418274	2
1664417461	3
1940478915	4
2277472119	5
1650270162	1
2225268070	2
2487246223	3
2742267780	4
3284304152	5
768559885	1
959581211	2
1034597772	3
1232577725	4
1431570984	5
358317376	1
956275194	2
3166283611	3
3242265383	4
3513285120	5
328493614	1
2407515675	2
3009503657	3
3165483628	4
3588503425	5
1065558494	1
1340573182	2
1597564532	3
2489619046	4
3047606971	5
73037011	1
991023018	2
1519061281	3
1772079306	4
3093042120	5
95134867	1
1086129295	2
1654087156	3
2153116932	4
3725127496	5
824682620	1
2058640097	2
2437641375	3
2645619656	4
3527655666	5
273781702	1
602803261	2
789744712	3
890766303	4
1235761189	5
488655886	1
823675715	2
1859634811	3
3282685642	4
3820673683	5
461240708	1
1721201380	2
1918222925	3
2132249419	4
2240229442	5
623481935	1
1728479554	2
1836539498	3
1934519284	4
2434510630	5
746952021	1
1788986234	2
2399024105	3
3143011791	4
3556013127	5
113175652	1
254197083	2
877196618	3
1581157873	4
1761137545	5
985779733	1
1575737683	2
1993727400	3
2308718802	4
3734756158	5
964892714	1
2105943598	2
2251925071	3
3057883015	4
3742907583	5
422626394	1
1020612803	2
1387632376	3
1548623955	4
2108611990	5
970358160	1
1878317380	2
2216298797	3
2516358450	4
3667355894	5
615604380	1
909584166	2
984605774	3
1752563429	4
3931532063	5
245362683	1
544302623	2
642362451	3
1072320517	4
1774306748	5
625201499	1
965263069	2
1907220609	3
3230219505	4
3839242449	5
38356174	1
59099434	2
117299427	3
609350771	4
1413346762	5
341960141	1
646899733	2
3187919197	3
3571908855	4
2081305994	1
2660333817	2
3375331320	3
3892329287	4
692494831	1
1167442610	2
1758442088	3
2451468163	4
3769497038	5
400435874	1
1700474903	2
1790454750	3
1812478046	4
2648435758	5
2123373	1
913120933	2
1116140848	3
1950178553	4
2990134399	5
994375116	1
1287313255	2
1718342933	3
2108322608	4
2971348626	5
687827604	1
2211774805	2
2232517950	3
2654762722	4
3039764174	5
629350079	1
658333406	2
1228319587	3
1767315927	4
3488302915	5
168991345	1
2586034503	2
3116979089	3
3697978741	4
3936038569	5
983718292	1
1543697899	2
1864717536	3
2074699120	4
2777700281	5
1216824636	1
1338884523	2
3605846179	3
3636831256	4
3940887543	5
801818479	1
1459806405	2
2757817028	3
3318844950	4
3700804721	5
1233657450	1
1662683727	2
1883676877	3
2059656695	4
2114640035	5
616958888	1
1936966031	2
2846952094	3
3732991406	4
269852012	1
893889841	2
1048831521	3
1790869079	4
2379817028	5
336841905	1
798831570	2
1015849859	3
2070850556	4
3207846550	5
1335275101	1
1483308203	2
1741286367	3
3669316739	4
282941390	1
477881155	2
676901212	3
755892767	4
1555878774	5
999807271	1
1842806574	2
1931824978	3
1952568252	4
2015809828	5
31453537	1
582481465	2
741501278	3
1358499187	4
3305467888	5
181596411	1
578624477	2
1506583811	3
2073583404	4
2818609554	5
688837844	1
1818875497	2
2444833374	3
2564891520	4
2689833142	5
885710079	1
1408707931	2
1832696090	3
2688733819	4
3695731207	5
109945922	1
270965610	2
299949116	3
2257959164	4
2526980711	5
289453043	1
1553383810	2
1942413470	3
2455441389	4
2666433031	5
780175466	1
800916987	2
927233727	3
2336232739	4
2389216072	5
336074747	1
1704033897	2
1757017239	3
1777757023	4
1798485315	5
277863968	1
1639922985	2
1960862633	3
3337913288	4
1451099680	1
1652041245	2
1916072779	3
2552060584	4
2624042232	5
377468969	1
1234468331	2
1951467750	3
3125426817	4
3789466240	5
1176693422	1
1969692609	2
2057672520	3
2078415727	4
2134695745	5
1537944412	1
1810885862	2
2718926754	3
2920908167	4
2944931517	5
19586259	1
304579347	2
648560757	3
2261605662	4
2288588874	5
129962543	1
619950399	2
649975480	3
1760010633	4
2037962020	5
135140278	1
202081844	2
783079347	3
1361143764	4
1722136676	5
133241980	1
966242852	2
986986110	3
1227304131	4
1317284198	5
573390760	1
594132283	2
2213455699	3
3088451519	4
3823450822	5
1098602537	1
1334635725	2
1719585356	3
2125575083	4
2711614378	5
32273648	1
1138330803	2
2113329815	3
3093290595	4
3379271905	5
1112279456	1
1997280211	2
2750279514	3
3095299085	4
3710288458	5
1109321441	1
1692319234	2
2600296561	3
3003324576	4
3407282337	5
1425720615	1
2151758085	2
2240698024	3
3102735540	4
3784723286	5
1070756452	1
1847702381	2
2363740222	3
2561719935	4
3197759417	5
184131854	1
745077893	2
830099326	3
3046077021	4
3310136733	5
333453348	1
920452767	2
3061500394	3
3082243667	4
3227441903	5
1804908635	1
2229928263	2
2936955915	3
3239947376	4
3443923732	5
1560935295	1
1840975050	2
1882918354	3
2450904483	4
3291975224	5
1171832193	1
1947869946	2
2457856069	3
3602853571	4
3681870236	5
368911409	1
1427912222	2
2256913385	3
3305912397	4
3622853906	5
69650209	1
945687849	2
1959645214	3
3432694006	4
3506672282	5
92939360	1
1008896854	2
1677896272	3
2262892320	4
3199916441	5
169802798	1
3134820459	2
3256801926	3
3593821621	4
3954818019	5
191264110	1
422205617	2
2023202656	3
2247227412	4
3898224276	5
569450515	1
835404981	2
1142426363	3
1570414162	4
2058456732	5
707957355	1
1783995762	2
2061971869	3
2485961361	4
3334956774	5
794496457	1
1040477753	2
1104502556	3
2235498954	4
2552495121	5
21891908	1
255873315	2
789910714	3
1092851933	4
2109848679	5
581489252	1
719549138	2
1000488671	3
1233508308	4
1791547337	5
682744367	1
1417691797	2
2105727470	3
2611686745	4
2990716321	5
774235480	1
1491231356	2
2299217062	3
2646209919	4
3266195689	5
1343219402	1
1363960983	2
1409252497	3
2278203260	4
2308219866	5
1063298017	1
1321357730	2
1781345479	3
1850285418	4
3008312384	5
446194725	1
1334151792	2
1622211389	3
1902191158	4
2428150515	5
123656182	1
174639285	2
768598695	3
924658621	4
1279600147	5
193722859	1
214466066	2
1306678417	3
2470715834	4
3408675049	5
177172843	1
1490168430	2
2182206138	3
3820163030	4
3848196325	5
39951147	1
212892654	2
1919961020	3
2843948824	4
3510894803	5
357376458	1
610386274	2
1434373955	3
1594327084	4
3998355021	5
239652199	1
260395322	2
624685119	3
1051714873	4
1408656263	5
1326998259	1
1669031169	2
2582988682	3
3266016542	4
3741019328	5
165668685	1
1350662527	2
1679684073	3
2644681458	4
3168717708	5
100060235	1
217000348	2
416020149	3
1367017653	4
1991053674	5
445419847	1
822447894	2
1435439126	3
1492422344	4
2299421590	5
113669902	1
1102667521	2
1630703588	3
2916662577	4
3037682331	5
1991164905	1
3171175360	2
3317156889	3
3473136791	4
3559196619	5
218938081	1
279921465	2
2059956382	3
2299929483	4
318957542	1
1769015685	2
2576974620	3
3269015278	4
3398995178	5
75928499	1
2752972705	2
3022925595	3
3234906953	4
3255648475	5
527985025	1
1960980730	2
2125931986	3
2743914399	4
1188427794	1
1518378797	2
2622430119	3
2765369885	4
270599322	1
1287600774	2
1998599729	3
2131537752	4
2654563313	5
680454554	1
1015475766	2
1932415707	3
3073465654	4
3410403561	5
236670180	1
398650070	2
1816706118	3
2636663205	4
2657406463	5
4741224	1
266016061	2
617995583	3
1018996571	4
1236976228	5
234948834	1
1119947497	2
1683933257	3
1769993200	4
3390960807	5
321332998	1
814282344	2
996262194	3
1190318539	4
1317260162	5
357923268	1
917882668	2
1377872037	3
2066889581	4
2290867622	5
529080118	1
621141864	2
703123200	3
2232092950	4
2550154231	5
259034323	1
1130033277	2
1781992505	3
3160029268	4
3400010748	5
815624826	1
1517610759	2
1648602330	3
1756662331	4
2129603493	5
267443390	1
1377399082	2
2374396524	3
2846434245	4
3291382226	5
586114193	1
1598073133	2
1741092985	3
2120092636	4
2288074063	5
1351709340	1
1405652649	2
1426395911	3
2058697142	4
3059704461	5
1172505403	1
2035451326	2
2173479610	3
2692507320	4
845163460	1
1676179487	2
1705162879	3
1736227818	4
2141182390	5
217306519	1
794304487	2
1278290725	3
2473289738	4
2880301003	5
40983670	1
802941278	2
1935937035	3
1958920182	4
3237919310	5
137696449	1
548721003	2
848698948	3
1428656902	4
2322694357	5
715545358	1
1156545125	2
2089566045	3
3660554481	4
3906534401	5
652598389	1
673341595	2
903658276	3
2027588749	4
2089613792	5
1934298382	1
2130276305	2
2186299602	3
2271239542	4
3731248083	5
1029547858	1
1383607569	2
1879592113	3
2368620061	4
3825606988	5
181314823	1
823355427	2
2711358157	3
3670355311	4
3796334977	5
396325627	1
1058313081	2
2496323013	3
2695342704	4
2771324349	5
808694279	1
1878734661	2
3299734603	3
3483714557	4
3548732627	5
1206180649	1
1753128484	2
1877188313	3
2098129645	4
2633150805	5
488736514	1
1575733376	2
1806722913	3
3151720981	4
3311702497	5
284679832	1
626658919	2
2236666761	3
2410648120	4
3272685932	5
2055734033	1
2143795430	2
3121751626	3
3168734730	4
3886769767	5
418886148	1
1076922927	2
1317862459	3
1652854911	4
2100922230	5
720418041	1
1141367100	2
1465416589	3
1993402126	4
3764373490	5
663105894	1
1174051643	2
2675100259	3
3072047693	4
3396110484	5
773871922	1
2088837663	2
2681864780	3
2946855896	4
3543799725	5
118833127	1
1706853444	2
2831851352	3
3487835160	4
3826852979	5
1052517429	1
1541518185	2
1562261503	3
1782579464	4
1959520857	5
504845572	1
1173844411	2
2402842554	3
2433825676	4
3551803735	5
418328877	1
552281940	2
2919249768	3
3649283566	4
3854304996	5
521513077	1
1557549830	2
2042497385	3
2108475647	4
3922483261	5
152177853	1
390157719	2
1093157022	3
1689194648	4
1791176284	5
456104489	1
1685101584	2
2903140378	3
3723099609	4
3783122908	5
848696677	1
875678491	2
1529637603	3
3073674484	4
3237625987	5
113674132	1
531632091	2
1199671342	3
1720617444	4
3166629417	5
21935466	1
1141975829	2
1250914026	3
2460945964	4
2598922567	5
645423494	1
709368491	2
797430119	3
818171576	4
2909394436	5
680043920	1
922103633	2
1185041714	3
1737082531	4
1757827364	5
207166058	1
927153183	2
1576148999	3
3027143711	4
3382136564	5
356649744	1
377393065	2
474672804	3
1742684421	4
3842686513	5
28923908	1
674881389	2
1469878834	3
2676875697	4
3196915137	5
522688837	1
641710419	2
1224656405	3
2011655301	4
2109716987	5
1209941510	1
1574001104	2
2703954586	3
2984974171	4
3631999884	5
637840207	1
706776777	2
1308764057	3
1715765276	4
3231801638	5
284124535	1
776112279	2
968141961	3
2858099617	4
3150130867	5
439307092	1
460050355	2
860296638	3
1438334338	4
3758342992	5
1461094205	1
2334091532	2
2449033042	3
2661094438	4
3067055411	5
365673565	1
2211712841	2
2569662243	3
2971651734	4
3972670314	5
454919027	1
781910197	2
1724907176	3
1827923732	4
2441911243	5
16932387	1
541959984	2
2033969396	3
3602964283	4
3818917295	5
200625	1
1931195108	2
1952178382	3
2288209639	4
3803207955	5
879156770	1
1485142595	2
1644164205	3
2704199635	4
3314159093	5
1400931345	1
1421673099	2
2309890446	3
3442907595	4
3470930880	5
362023745	1
518055301	2
844995123	3
1354021306	4
1399004470	5
841996224	1
1046989311	2
1093967701	3
1681955444	4
2355994656	5
268299667	1
1508327075	2
2589324346	3
3890324985	4
727185932	1
899247561	2
1891203319	3
2320231420	4
3068192435	5
207062093	1
1147019575	2
1469050941	3
2776068192	4
2796813197	5
374275441	1
906261559	2
1749259061	3
2240285374	4
2667283167	5
1192505691	1
1232524217	2
2829522707	3
2850504239	4
3399500523	5
979168562	1
1743128079	2
2909167110	3
3728166477	4
3898146203	5
107081838	1
178103442	2
572091537	3
1580050769	4
3759087530	5
528456740	1
2102463824	2
2372445184	3
3110402892	4
3950455520	5
825375174	1
986314939	2
1363343047	3
2893344847	4
2958364882	5
750549374	1
1877564881	2
2125544728	3
3541555124	4
3837536655	5
1084013476	1
2849941973	2
2950003543	3
3381964858	4
3632987976	5
166084347	1
662125523	2
929145220	3
1274086555	4
1331149926	5
116368440	1
306346579	2
1071345417	3
1640291277	4
3256302166	5
441971908	1
1362967258	2
1520947032	3
2430983939	4
2791934943	5
675078356	1
1495115243	2
2497073826	3
3075109493	4
3266129356	5
259115064	1
770114193	2
880095658	3
1078075283	4
1210136853	5
304568482	1
422546517	2
1350583523	3
3358585613	4
3465525494	5
349523229	1
727592524	2
2215546923	3
2239570398	4
2962567843	5
513899849	1
1223857162	2
