Channel A: 
Mode: 2
N1/T1: 1.12 ms
Channel B: 
Mode: 1
N2/T2: 1.12 ms
tau (ms)	g2 Values
-3.999906982	0.0
-3.967906982	0.0
-3.935906982	0.0
-3.903906982	0.0
-3.871906982	0.0
-3.839906982	0.0
-3.807906982	0.0
-3.775906982	0.0
-3.743906982	0.0
-3.711906982	0.0
-3.679906982	0.0
-3.647906982	0.0
-3.615906982	0.0
-3.583906982	0.0
-3.5519069819999998	0.0
-3.5199069819999997	0.0
-3.4879069819999997	0.0
-3.4559069819999997	0.0
-3.4239069819999997	0.0
-3.3919069819999996	0.0
-3.3599069819999996	0.0
-3.3279069819999996	0.0
-3.2959069819999995	0.0
-3.2639069819999995	0.0
-3.2319069819999995	0.0
-3.1999069819999995	0.0
-3.1679069819999994	0.0
-3.1359069819999994	0.0
-3.1039069819999994	0.0
-3.0719069819999993	0.0
-3.0399069819999993	0.0
-3.0079069819999993	0.0
-2.9759069819999993	0.0
-2.9439069819999992	0.0
-2.911906981999999	0.0
-2.879906981999999	0.0
-2.847906981999999	0.0
-2.815906981999999	0.0
-2.783906981999999	0.0
-2.751906981999999	0.0
-2.719906981999999	0.0
-2.687906981999999	0.0
-2.655906981999999	0.0
-2.623906981999999	0.0
-2.591906981999999	0.0
-2.559906981999999	0.0
-2.527906981999999	0.0
-2.495906981999999	0.0
-2.463906981999999	0.0
-2.4319069819999988	0.0
-2.3999069819999987	0.0
-2.3679069819999987	0.0
-2.3359069819999987	0.0
-2.3039069819999987	0.0
-2.2719069819999986	0.0
-2.2399069819999986	0.0
-2.2079069819999986	0.0
-2.1759069819999985	0.0
-2.1439069819999985	0.0
-2.1119069819999985	0.0
-2.0799069819999985	0.0
-2.0479069819999984	0.0
-2.0159069819999984	0.0
-1.9839069819999984	0.0
-1.9519069819999983	0.0
-1.9199069819999983	0.0
-1.8879069819999983	0.0
-1.8559069819999983	0.0
-1.8239069819999982	0.0
-1.7919069819999982	0.0
-1.7599069819999982	0.0
-1.7279069819999981	0.0
-1.6959069819999981	0.0
-1.663906981999998	0.0
-1.631906981999998	0.0
-1.599906981999998	0.0
-1.567906981999998	0.0
-1.535906981999998	0.0
-1.503906981999998	0.0
-1.471906981999998	0.0
-1.439906981999998	0.0
-1.4079069819999979	0.0
-1.3759069819999978	0.0
-1.3439069819999978	0.0
-1.3119069819999978	0.0
-1.2799069819999978	0.0
-1.2479069819999977	0.0
-1.2159069819999977	0.0
-1.1839069819999977	0.0
-1.1519069819999976	0.0
-1.1199069819999976	0.0
-1.0879069819999976	0.0
-1.0559069819999976	0.0
-1.0239069819999975	0.0
-0.9919069819999975	0.0
-0.9599069819999975	0.0
-0.9279069819999974	0.0
-0.8959069819999974	0.0
-0.8639069819999974	0.0
-0.8319069819999974	0.0
-0.7999069819999973	0.0
-0.7679069819999973	0.0
-0.7359069819999973	0.0
-0.7039069819999972	0.0
-0.6719069819999972	0.0
-0.6399069819999972	0.0
-0.6079069819999972	0.0
-0.5759069819999971	0.0
-0.5439069819999971	0.0
-0.5119069819999971	0.0
-0.47990698199999704	0.0
-0.447906981999997	0.0
-0.415906981999997	0.0
-0.38390698199999695	0.0
-0.3519069819999969	0.0
-0.3199069819999969	0.0
-0.28790698199999687	0.0
-0.25590698199999684	0.0
-0.2239069819999968	0.0
-0.19190698199999678	0.0
-0.15990698199999676	0.0
-0.12790698199999673	0.0
-0.0959069819999967	0.0
-0.06390698199999667	0.0
-0.03190698199999664	0.0
9.301800000338645e-05	0.07864805945931955
0.032093018000003415	0.17768635655624046
0.06409301800000344	0.19006614369335556
0.09609301800000347	0.19297903478444148
0.1280930180000035	0.19297903478444148
0.16009301800000353	0.18205569319286932
0.19209301800000356	0.15948078723695353
0.22409301800000359	0.160209010009725
0.2560930180000036	0.160209010009725
0.28809301800000364	0.18715325260226967
0.32009301800000367	0.18715325260226967
0.3520930180000037	0.15583967337309615
0.3840930180000037	0.17404524269238308
0.41609301800000376	0.1791428021017834
0.4480930180000038	0.160209010009725
0.4800930180000038	0.1893379209205841
0.5120930180000038	0.18860969814781262
0.5440930180000039	0.1667630149646683
0.5760930180000039	0.17404524269238308
0.6080930180000039	0.1798710248745549
0.640093018000004	0.18351213873841227
0.672093018000004	0.17113235160129717
0.704093018000004	0.16457834664635387
0.736093018000004	0.17695813378346897
0.7680930180000041	0.16530656941912533
0.8000930180000041	0.19734837142107034
0.8320930180000041	0.1565678961458676
0.8640930180000042	0.1696759060557542
0.8960930180000042	0.17550168823792603
0.9280930180000042	0.18788147537504113
0.9600930180000042	0.19152258923889853
0.9920930180000043	0.18788147537504113
1.0240930180000043	0.17477346546515454
1.0560930180000043	0.1667630149646683
1.0880930180000044	0.1856968070567267
1.1200930180000044	0.17841457932901195
1.1520930180000044	0.16821946051021125
1.1840930180000044	0.17477346546515454
1.2160930180000045	0.17113235160129717
1.2480930180000045	0.19152258923889853
1.2800930180000045	0.19006614369335556
1.3120930180000046	0.17477346546515454
1.3440930180000046	0.1827839159656408
1.3760930180000046	0.18059924764732638
1.4080930180000046	0.19807659419384183
1.4400930180000047	0.1733170199196116
1.4720930180000047	0.1572961189186391
1.5040930180000047	0.2017177080576992
1.5360930180000048	0.17768635655624046
1.5680930180000048	0.18205569319286932
1.6000930180000048	0.15219855950923875
1.6320930180000048	0.16894768328298274
1.6640930180000049	0.16603479219189682
1.696093018000005	0.16530656941912533
1.728093018000005	0.15802434169141058
1.760093018000005	0.1631219011008109
1.792093018000005	0.1631219011008109
1.824093018000005	0.1791428021017834
1.856093018000005	0.17622991101069752
1.888093018000005	0.18059924764732638
1.920093018000005	0.19807659419384183
1.9520930180000051	0.18642502982949818
1.9840930180000051	0.1696759060557542
2.016093018000005	0.1856968070567267
2.048093018000005	0.15875256446418204
2.0800930180000052	0.17186057437406863
2.1120930180000053	0.17550168823792603
2.1440930180000053	0.18132747042009784
2.1760930180000053	0.17040412882852568
2.2080930180000053	0.18424036151118375
2.2400930180000054	0.15948078723695353
2.2720930180000054	0.17841457932901195
2.3040930180000054	0.17550168823792603
2.3360930180000055	0.17404524269238308
2.3680930180000055	0.1827839159656408
2.4000930180000055	0.18205569319286932
2.4320930180000055	0.15948078723695353
2.4640930180000056	0.1572961189186391
2.4960930180000056	0.17113235160129717
2.5280930180000056	0.15948078723695353
2.5600930180000057	0.1507421139636958
2.5920930180000057	0.17477346546515454
2.6240930180000057	0.16530656941912533
2.6560930180000057	0.14855744564538137
2.6880930180000058	0.17113235160129717
2.720093018000006	0.16457834664635387
2.752093018000006	0.1572961189186391
2.784093018000006	0.16530656941912533
2.816093018000006	0.17113235160129717
2.848093018000006	0.17186057437406863
2.880093018000006	0.1572961189186391
2.912093018000006	0.14710100009983842
2.944093018000006	0.15875256446418204
2.976093018000006	0.14782922287260988
3.008093018000006	0.17186057437406863
3.040093018000006	0.15583967337309615
3.072093018000006	0.160209010009725
3.104093018000006	0.15583967337309615
3.136093018000006	0.15438322782755318
3.168093018000006	0.14345988623598102
3.2000930180000062	0.16093723278249647
3.2320930180000063	0.1412752179176666
3.2640930180000063	0.1631219011008109
3.2960930180000063	0.14491633178152397
3.3280930180000063	0.12088498028006522
3.3600930180000064	0.15292678228201023
3.3920930180000064	0.1638501238735824
3.4240930180000064	0.13035187632609443
3.4560930180000065	0.15948078723695353
3.4880930180000065	0.13836232682658067
3.5200930180000065	0.1412752179176666
3.5520930180000065	0.1441881090087525
3.5840930180000066	0.13326476741718035
3.6160930180000066	0.11870031196175079
3.6480930180000066	0.13617765850826624
3.6800930180000067	0.1252543169166941
3.7120930180000067	0.11433097532512193
3.7440930180000067	0.13690588128103773
3.7760930180000067	0.13617765850826624
3.8080930180000068	0.13326476741718035
3.840093018000007	0.1252543169166941
3.872093018000007	0.1121463070068075
3.904093018000007	0.11942853473452228
3.936093018000007	0.13108009909886592
3.968093018000007	0.13108009909886592
