Channel A: 
Mode: 2
N1/T1: 33.17 µs
Channel B: 
Mode: 1
N2/T2: 33.17 µs
tau (µs)	g2 Values
-15.765636999999572	0.0
-15.253636999999571	0.0
-14.741636999999571	0.0
-14.22963699999957	0.0
-13.71763699999957	0.0
-13.20563699999957	0.0
-12.693636999999569	0.0
-12.181636999999569	0.0
-11.669636999999568	0.0
-11.157636999999568	0.0
-10.645636999999567	0.0
-10.133636999999567	0.0
-9.621636999999566	0.0
-9.109636999999566	0.0
-8.597636999999565	0.0
-8.085636999999565	0.0
-7.5736369999995645	0.0
-7.061636999999564	0.0
-6.549636999999564	0.0
-6.037636999999563	0.0
-5.525636999999563	0.0
-5.013636999999562	0.0
-4.501636999999562	0.0
-3.9896369999995613	0.0
-3.477636999999561	0.0
-2.9656369999995604	0.0
-2.45363699999956	0.0
-1.9416369999995595	0.0
-1.429636999999559	0.0
-0.9176369999995586	0.0
-0.40563699999955816	0.0
0.1063630000004423	0.04576150246704628
0.6183630000004428	0.08943403477867819
1.1303630000004432	0.08414632907278553
1.6423630000004437	0.0874756252579772
2.154363000000444	0.08453801097692573
2.6663630000004446	0.08408104875542884
3.178363000000445	0.08381992748600203
3.6903630000004455	0.08460329129428243
4.202363000000446	0.08342824558186183
4.714363000000446	0.08310184399507833
5.226363000000447	0.08068647225288046
5.738363000000447	0.08297128336036494
6.250363000000448	0.07970726749252997
6.762363000000448	0.07683493352883519
7.274363000000449	0.08492969288106593
7.786363000000449	0.08081703288759386
8.29836300000045	0.08297128336036494
8.81036300000045	0.08551721573727622
9.32236300000045	0.08271016209093815
9.834363000000451	0.07911974463631968
10.346363000000451	0.08277544240829485
10.858363000000452	0.08714922367119371
11.370363000000452	0.08160039669587425
11.882363000000453	0.07951142654045987
12.394363000000453	0.08303656367772164
12.906363000000454	0.08231848018679795
13.418363000000454	0.07957670685781658
13.930363000000455	0.08630057954555662
14.442363000000455	0.08277544240829485
14.954363000000455	0.08277544240829485
15.466363000000456	0.08133927542644746
15.978363000000456	0.08107815415702066
16.4903630000004	0.08349352589921853
17.002363000000457	0.08205735891737115
17.514363000000515	0.08310184399507833
18.026363000000458	0.08368936685128864
18.538363000000402	0.08303656367772164
19.05036300000046	0.08179623764794436
19.562363000000516	0.08395048812071543
20.07436300000046	0.08303656367772164
20.586363000000404	0.08492969288106593
21.09836300000046	0.08427688970749893
21.61036300000052	0.08545193541991952
22.122363000000462	0.08649642049762671
22.634363000000405	0.08825898906625759
23.146363000000463	0.087083943353837
23.65836300000052	0.0872797843059071
24.170363000000464	0.08055591161816707
24.682363000000407	0.08414632907278553
25.194363000000465	0.08492969288106593
25.706363000000522	0.08166567701323095
26.218363000000465	0.08564777637198961
26.73036300000041	0.08466857161163913
27.242363000000466	0.07866278241482279
27.754363000000524	0.08173095733058765
28.266363000000467	0.08421160939014223
28.77836300000041	0.08205735891737115
29.290363000000468	0.08349352589921853
29.802363000000526	0.0873450646232638
30.31436300000047	0.07598628940319811
30.826363000000413	0.08225319986944125
31.33836300000047	0.08610473859348651
31.850363000000527	0.08068647225288046
32.36236300000047	0.08336296526450514
32.874363000000415	0.07807525955861248
33.38636300000047	0.08401576843807214
33.89836300000053	0.08284072272565154
34.41036300000047	0.08577833700670301
34.922363000000416	0.08199207860001445
35.434363000000474	0.08225319986944125
35.94636300000053	0.08551721573727622
